# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;
1.476000000000000E+09;8.109907477205448E-01;3.327694932631006E-01;
1.477400000000000E+09;8.155745950208533E-01;3.273169850759553E-01;
1.478800000000000E+09;8.199383981865993E-01;3.218509484318195E-01;
1.480200000000000E+09;8.246661848894861E-01;3.161602274611239E-01;
1.481600000000000E+09;8.299264727728243E-01;3.094673062957035E-01;
1.483000000000000E+09;8.337491598090219E-01;3.017364941843742E-01;
1.484400000000000E+09;8.356324488190576E-01;2.940393442287270E-01;
1.485800000000000E+09;8.365670487766022E-01;2.879942076624570E-01;
1.487200000000000E+09;8.377957842247887E-01;2.842697464384333E-01;
1.488600000000000E+09;8.418414264492610E-01;2.821164966975544E-01;
1.490000000000000E+09;8.488826722647285E-01;2.778524285082562E-01;
1.491400000000000E+09;8.561930501489236E-01;2.705943707497128E-01;
1.492800000000000E+09;8.612819740810799E-01;2.610154238238536E-01;
1.494200000000000E+09;8.644243066647734E-01;2.512842183356112E-01;
1.495600000000000E+09;8.651641025732595E-01;2.431637741856914E-01;
1.497000000000000E+09;8.667893124795472E-01;2.374357088179701E-01;
1.498400000000000E+09;8.712075401073406E-01;2.315388932210630E-01;
1.499800000000000E+09;8.758338393948851E-01;2.236051780842522E-01;
1.501200000000000E+09;8.792200675753858E-01;2.144528209458389E-01;
1.502600000000000E+09;8.814905297227110E-01;2.043679938691249E-01;
1.504000000000000E+09;8.826016982904609E-01;1.947192991797627E-01;
1.505400000000000E+09;8.824713450171394E-01;1.854867411006894E-01;
1.506800000000000E+09;8.816114475958338E-01;1.768137223751272E-01;
1.508200000000000E+09;8.809029313474729E-01;1.692158975986748E-01;
1.509600000000000E+09;8.801124934925210E-01;1.614571714074967E-01;
1.511000000000000E+09;8.790205342627115E-01;1.542312640022342E-01;
1.512400000000000E+09;8.775406703184285E-01;1.472051477856057E-01;
1.513800000000000E+09;8.752185867574287E-01;1.406777151798598E-01;
1.515200000000000E+09;8.725962168039639E-01;1.353076074353705E-01;
1.516600000000000E+09;8.702838700076903E-01;1.312988020226937E-01;
1.518000000000000E+09;8.684183055401247E-01;1.284025203091375E-01;
1.519400000000000E+09;8.670813483506741E-01;1.272651192456938E-01;
1.520800000000000E+09;8.691896418633742E-01;1.276296001449801E-01;
1.522200000000000E+09;8.748808045485015E-01;1.266110485715259E-01;
1.523600000000000E+09;8.825290685206300E-01;1.215718352348993E-01;
1.525000000000000E+09;8.890963898971196E-01;1.130522867947448E-01;
1.526400000000000E+09;8.930047390699963E-01;1.033317781898307E-01;
1.527800000000000E+09;8.949721377642984E-01;9.364627609492752E-02;
1.529200000000000E+09;8.966881037633709E-01;8.454519584003142E-02;
1.530600000000000E+09;8.984486635929211E-01;7.517709239749694E-02;
1.532000000000000E+09;9.006871691990014E-01;6.577899288147267E-02;
1.533400000000000E+09;9.016673272190312E-01;5.424723233771019E-02;
1.534800000000000E+09;9.019513565501238E-01;4.177639342947916E-02;
1.536200000000000E+09;8.994834607159312E-01;3.003310862179462E-02;
1.537600000000000E+09;8.960219627347187E-01;1.889089520699566E-02;
1.539000000000000E+09;8.924614267083890E-01;8.578693087065041E-03;
1.540400000000000E+09;8.887414491590452E-01;-1.783151141070234E-03;
1.541800000000000E+09;8.842645410850719E-01;-1.273918619329260E-02;
1.543200000000000E+09;8.780261915254465E-01;-2.357932757102963E-02;
1.544600000000000E+09;8.700544152482703E-01;-3.267258144688207E-02;
1.546000000000000E+09;8.627558882363250E-01;-3.998198331890936E-02;
1.547400000000000E+09;8.563838277116821E-01;-4.708746855288218E-02;
1.548800000000000E+09;8.509587924347037E-01;-5.467393421263161E-02;
1.550200000000000E+09;8.453614764010053E-01;-6.368048135296779E-02;
