# Version 1.00
#
freq[Hz];re:Trc1_S11;im:Trc1_S11;
1.488600000000000E+09;9.848151742541248E-01;-3.528120249721754E-02;
1.490000000000000E+09;9.840648224553750E-01;-4.442945218494896E-02;
1.491400000000000E+09;9.825950466349728E-01;-5.349637654585167E-02;
1.492800000000000E+09;9.808847298627197E-01;-6.229136181557553E-02;
1.494200000000000E+09;9.794482540823944E-01;-7.168338100295100E-02;
1.495600000000000E+09;9.776919719181679E-01;-8.085964803418552E-02;
1.497000000000000E+09;9.749171824337239E-01;-9.032509321968110E-02;
1.498400000000000E+09;9.715040103566573E-01;-1.003350318167961E-01;
1.499800000000000E+09;9.658004915087676E-01;-1.092889389792716E-01;
1.501200000000000E+09;9.587758630896920E-01;-1.148892182612146E-01;
1.502600000000000E+09;9.540064488505877E-01;-1.165172687751094E-01;
1.504000000000000E+09;9.554575560961455E-01;-1.187088452548362E-01;
1.505400000000000E+09;9.574531740315028E-01;-1.265090035276519E-01;
1.506800000000000E+09;9.559417197911633E-01;-1.361596830521530E-01;
1.508200000000000E+09;9.523042063384008E-01;-1.447293255080170E-01;
1.509600000000000E+09;9.485373108695399E-01;-1.520268790194957E-01;
1.511000000000000E+09;9.444721728200068E-01;-1.582912424344071E-01;
1.512400000000000E+09;9.414121915575243E-01;-1.638627294966460E-01;
1.513800000000000E+09;9.390848799452244E-01;-1.698975142116584E-01;
1.515200000000000E+09;9.356099018026919E-01;-1.754110299287756E-01;
1.516600000000000E+09;9.329259509061815E-01;-1.797246102931945E-01;
1.518000000000000E+09;9.323821819451955E-01;-1.832553377862988E-01;
1.519400000000000E+09;9.342222466837090E-01;-1.883483380626983E-01;
1.520800000000000E+09;9.364246479709697E-01;-1.969017740534847E-01;
1.522200000000000E+09;9.372830592446882E-01;-2.069497663056420E-01;
1.523600000000000E+09;9.365809990573937E-01;-2.182294772481876E-01;
1.525000000000000E+09;9.344565230129266E-01;-2.300424674285781E-01;
1.526400000000000E+09;9.308094144800537E-01;-2.416171715290532E-01;
1.527800000000000E+09;9.260044460466985E-01;-2.531930778210422E-01;
1.529200000000000E+09;9.198771189758014E-01;-2.644206845249877E-01;
1.530600000000000E+09;9.127710587391662E-01;-2.752042200080829E-01;
1.532000000000000E+09;9.057273558020473E-01;-2.841118303570569E-01;
1.533400000000000E+09;8.983085022985948E-01;-2.927355594209348E-01;
1.534800000000000E+09;8.918732682035948E-01;-3.023896256925077E-01;
1.536200000000000E+09;8.841787030285279E-01;-3.119000099994004E-01;
1.537600000000000E+09;8.748044572855664E-01;-3.215300041097502E-01;
1.539000000000000E+09;8.638218412533691E-01;-3.303231787619209E-01;
1.540400000000000E+09;8.521013755535546E-01;-3.370709690563771E-01;
1.541800000000000E+09;8.414775167420095E-01;-3.417422648214151E-01;
1.543200000000000E+09;8.326231596577999E-01;-3.449850182284134E-01;
1.544600000000000E+09;8.262696321200875E-01;-3.484047252247802E-01;
1.546000000000000E+09;8.224368141484293E-01;-3.547081794287665E-01;
1.547400000000000E+09;8.188980332980365E-01;-3.657097827992802E-01;
1.548800000000000E+09;8.119906137489218E-01;-3.811395022513498E-01;
1.550200000000000E+09;7.990813807562128E-01;-3.990000758649809E-01;
1.551600000000000E+09;7.801488445852454E-01;-4.163605641702094E-01;
